Technology,Power Plant Name,Fuel Category,Primary Fuel,Region,Country,Total Capacity (MW),Active Capacity (MW),Pipeline Capacity (MW),Discontinued Capacity (MW),Status,Owner Name,Owner Stake (%)
Wind,0a06a6eaee,Onshore,,Asia-Pacific,Australia,275.4,,,,Active,Acme Oil & Gas Corporation,
Wind,6ec476fd7a,Onshore,,Europe,Germany,,1.87,,,Active,Acme Oil & Gas Corporation,
Wind,9ed2bf4347,Onshore,,Europe,Germany,21.056,,,21.056,Cancelled,Acme Oil & Gas Corporation,
Wind,3b5fa25e98,Onshore,,South and Central America,Brazil,,,,,Permitting,Acme Oil & Gas Corporation,0.01
Wind,365f68e616,Onshore,,South and Central America,Brazil,7.392,,7.392,,Permitting,Acme Oil & Gas Corporation,100
Wind,956101aaf2,Onshore,,South and Central America,Brazil,,,,,Under Construction,Acme Oil & Gas Corporation,0.01
Wind,6eb2532f97,Onshore,,Europe,Spain,16.7,,,,Active,Acme Oil & Gas Corporation,
Wind,0637e013b5,Onshore,,Asia-Pacific,India,2.163,2.163,,,Active,Acme Oil & Gas Corporation,
Wind,9.10E+59,Onshore,,Europe,Spain,16.1,16.1,,,Active,Acme Oil & Gas Corporation,
Wind,b82216e00a,Onshore,,Asia-Pacific,India,0.5925,0.5925,,,Active,Acme Oil & Gas Corporation,100
Wind,0e08727d74,Onshore,,Asia-Pacific,India,0.1475,0.1475,,,Active,Acme Oil & Gas Corporation,100
Wind,8dd2e674f3,Onshore,,Asia-Pacific,India,1.6875,1.6875,,,Active,Acme Oil & Gas Corporation,100
Wind,86c5f102d5,Onshore,,Asia-Pacific,Japan,,,,,Active,Acme Oil & Gas Corporation,10
Wind,e272dec90c,Onshore,,Asia-Pacific,India,181.545,,181.545,,Dormant,Acme Oil & Gas Corporation,
Wind,ad3e8f9229,Onshore,,Asia-Pacific,India,2.34,2.34,,,Active,Acme Oil & Gas Corporation,
Wind,3dc463de01,Onshore,,Asia-Pacific,India,3.57,,,,Active,Acme Oil & Gas Corporation,
Wind,0c72f56f1b,Onshore,,Europe,Belgium,17.88,,17.88,,Announced,Acme Oil & Gas Corporation,
Wind,5b735e85b7 project,Onshore,,North America,United States,0.5865,0.5865,,,Active,Acme Oil & Gas Corporation,
Wind,d4c5e612fc,Onshore,,Asia-Pacific,India,90.72,,,,Partially Active,Acme Oil & Gas Corporation,
Wind,8a074aad95,Onshore,,Europe,Russian Federation,15.36,,15.36,,Dormant,Acme Oil & Gas Corporation,
Wind,f4efaa4134,Onshore,,Europe,Germany,,,,,Partially Active,Acme Oil & Gas Corporation,
Wind,83172e70fe,Onshore,,Europe,Spain,18.36,18.36,,,Active,Acme Oil & Gas Corporation,100
Wind,d626991991,Onshore,,Asia-Pacific,India,0.1426,0.1426,,,Active,Acme Oil & Gas Corporation,100
Wind,b3e41c1c08,Onshore,,Asia-Pacific,India,2.025,2.025,,,Active,Acme Oil & Gas Corporation,100
Wind,a63133d6c2,Onshore,,Europe,Spain,60.12,60.12,,,Active,Acme Oil & Gas Corporation,
Wind,bf6f72ce54,Onshore,,Europe,Spain,11.8236,,11.8236,,Permitting,Acme Oil & Gas Corporation,
Wind,4ab3e450af,Onshore,,Asia-Pacific,India,0.2625,0.2625,,,Active,Acme Oil & Gas Corporation,100
Wind,16d42e39d8,Onshore,,Asia-Pacific,India,0.33,0.33,,,Active,Acme Oil & Gas Corporation,
Wind,45c2033b1b,Onshore,,North America,United States,148.074,148.074,,,Active,Acme Oil & Gas Corporation,
Wind,dafe51cb61,Onshore,,Asia-Pacific,India,12.3,,12.3,,Dormant,Acme Oil & Gas Corporation,
Wind,d31acce951,Onshore,,Asia-Pacific,India,2.375,2.375,,,Active,Acme Oil & Gas Corporation,
Wind,73b190e626,Onshore,,Europe,United Kingdom,,,,,Suspended,Acme Oil & Gas Corporation,
Wind,e1891099b5,Onshore,,North America,United States,113.088,113.088,,,Active,Acme Oil & Gas Corporation,
Wind,3280890740 project,Onshore,,North America,United States,68.37,,68.37,,Dormant,Acme Oil & Gas Corporation,
Wind,431d75e080,Onshore Repowered,,Europe,Netherlands,10.395,,,10.395,Decommissioned,Acme Oil & Gas Corporation,49
Wind,c9f08aad90,Onshore Repowered,,Europe,Netherlands,7.68,7.68,,,Active,Acme Oil & Gas Corporation,49
Wind,8b4bc92745,Onshore,,Asia-Pacific,India,0.342,0.342,,,Active,Acme Oil & Gas Corporation,100
Wind,c5b2de110d,Onshore,,Europe,Sweden,103.2,,103.2,,Permitting,Acme Oil & Gas Corporation,
Wind,b9656939ac,Onshore,,Asia-Pacific,Japan,0.78,0.78,,,Active,Acme Oil & Gas Corporation,
Wind,46b5d51a24,Onshore,,Europe,Sweden,13.608,13.608,,,Active,Acme Oil & Gas Corporation,100
Wind,a65113d68b,Onshore,,Europe,Romania,89.7,,,89.7,Cancelled,Acme Oil & Gas Corporation,
Wind,886f0c5f7f,Onshore,,South and Central America,Brazil,,,,,Active,Acme Oil & Gas Corporation,51
Wind,deff28cc25 station,Onshore,,Asia-Pacific,Republic of Korea,3.81,3.81,,,Active,Acme Oil & Gas Corporation,100
Wind,318d976ff3,Onshore,,Middle East and Africa,Jordan,84.645,84.645,,,Active,Acme Oil & Gas Corporation,100
Wind,417b2cb6d3,Onshore,,Europe,Belgium,2.875,2.875,,,Active,Acme Oil & Gas Corporation,100
Wind,9aeed7c8e6,Onshore,,North America,United States,190.095,190.095,,,Active,Acme Oil & Gas Corporation,100
Wind,430f01ba2a,Onshore Repowered,,Europe,Spain,17.325,17.325,,,Active,Acme Oil & Gas Corporation,
Wind,e160bf359d,Onshore,,Europe,France,43.5,43.5,,,Active,Acme Oil & Gas Corporation,
Wind,e5247dac30,Onshore,,Asia-Pacific,India,0.462,0.462,,,Active,Acme Oil & Gas Corporation,
Wind,181471f181,Onshore,,Asia-Pacific,India,0.396,0.396,,,Active,Acme Oil & Gas Corporation,
Wind,bc503fb978,Onshore,,Europe,Italy,1.15,1.15,,,Active,Acme Oil & Gas Corporation,
Wind,cbb4ee3f30,Onshore,,South and Central America,Panama,108.15,,108.15,,Dormant,Acme Oil & Gas Corporation,
Wind,b710ecf931,Onshore,,Europe,France,23.506,23.506,,,Active,Acme Oil & Gas Corporation,
Wind,ac272f2e9e,Onshore,,Asia-Pacific,China,136.68,,,,Active,Acme Oil & Gas Corporation,70
Wind,1ab93865ab,Onshore,,Europe,Portugal,10.1,10.1,,,Active,Acme Oil & Gas Corporation,
Wind,d2b25bd6c3,Onshore,,Asia-Pacific,India,0.4125,0.4125,,,Active,Acme Oil & Gas Corporation,100
Wind,2150c9ebee,Onshore Repowered,,Europe,Portugal,9.24,9.24,,,Active,Acme Oil & Gas Corporation,
Wind,85e6bbdc67,Onshore,,Europe,Germany,18.876,18.876,,,Active,Acme Oil & Gas Corporation,
Wind,c1932d6d12,Onshore,,Europe,United Kingdom,0.5805,,0.5805,,Dormant,Acme Oil & Gas Corporation,
Wind,46079bc104,Onshore,,Asia-Pacific,India,0.798,0.798,,,Active,Acme Oil & Gas Corporation,100
Wind,3a05fa7510,Onshore,,Asia-Pacific,India,0.576,0.576,,,Active,Acme Oil & Gas Corporation,100
Wind,21624f2db9,Onshore,,Europe,France,12.18,12.18,,,Active,Acme Oil & Gas Corporation,
Wind,99a29e9852,Onshore,,North America,Canada,0.6525,0.6525,,,Active,Acme Oil & Gas Corporation,50
Wind,235f36244b,Onshore,,Europe,Germany,36.1,36.1,,,Active,Acme Oil & Gas Corporation,12.5
Wind,5efbf87f86,Onshore,,Asia-Pacific,India,0.1771,0.1771,,,Active,Acme Oil & Gas Corporation,100
Wind,013cd01136,Onshore,,North America,United States,43.195,,43.195,,Dormant,Acme Oil & Gas Corporation,
Wind,6b39041f56,Onshore,,Europe,Sweden,4.02,4.02,,,Active,Acme Oil & Gas Corporation,
Wind,4f5455efea,Onshore,,Asia-Pacific,India,1,1,,,Active,Acme Oil & Gas Corporation,100
Wind,9960beac56,Onshore,,Europe,United Kingdom,177.138,,,,Partially Active,Acme Oil & Gas Corporation,
Wind,40323acce0,Onshore,,Europe,United Kingdom,65.28,65.28,,,Active,Acme Oil & Gas Corporation,
Wind,8828ce2abe,Onshore,,Europe,United Kingdom,45.6,,,45.6,Suspended,Acme Oil & Gas Corporation,
Wind,51cf40b198,Onshore,,Europe,United Kingdom,6.525,6.525,,,Active,Acme Oil & Gas Corporation,
Wind,7f17b2eb66,Onshore,,Europe,United Kingdom,21.25,,,21.25,Cancelled,Acme Oil & Gas Corporation,
Wind,3596498b22,Onshore,,South and Central America,Brazil,,,,,Active,Acme Oil & Gas Corporation,
Wind,6237ee7482,Onshore,,North America,United States,60.96,,60.96,,Dormant,Acme Oil & Gas Corporation,
Wind,d26cd27a9d,Onshore,,Europe,Germany,,3.243,,,Active,Acme Oil & Gas Corporation,
Wind,cb81b89212,Onshore,,Asia-Pacific,China,69.12,69.12,,,Active,Acme Oil & Gas Corporation,
Wind,ac272f2e9e,Onshore,,Asia-Pacific,China,,,,,Active,Acme Oil & Gas Corporation,30
Wind,f30bd082a5 project,Onshore,,Asia-Pacific,China,99.18,,,,Under Construction,Acme Oil & Gas Corporation,100
Wind,b8b4c4c66e,Onshore,,Asia-Pacific,China,17.85,17.85,,,Active,Acme Oil & Gas Corporation,86
Wind,c6be163dcf,Onshore,,Europe,United Kingdom,8.004,,,8.004,Suspended,Acme Oil & Gas Corporation,
Wind,3e1f182290,Onshore,,Europe,United Kingdom,12.474,,12.474,,Permitting,Acme Oil & Gas Corporation,
Wind,6cfa7932ce,Onshore,,Asia-Pacific,India,1.656,1.656,,,Active,Acme Oil & Gas Corporation,100
Wind,c3645d9c17,Onshore,,Asia-Pacific,India,1.8625,1.8625,,,Active,Acme Oil & Gas Corporation,100
Wind,c6f7cc3534,Onshore,,Europe,Turkey,40.5,40.5,,,Active,Acme Oil & Gas Corporation,
Wind,db4814cf77,Onshore,,Asia-Pacific,Australia,,,,,Active,Acme Oil & Gas Corporation,90
Wind,686a163df4,Onshore,,Asia-Pacific,India,1.635,1.635,,,Active,Acme Oil & Gas Corporation,100
Wind,5ef168bb6d project,Onshore,,Asia-Pacific,China,47.025,47.025,,,Active,Acme Oil & Gas Corporation,
Wind,5353131b5e,Onshore,,Asia-Pacific,China,40.5,40.5,,,Active,Acme Oil & Gas Corporation,
Wind,7ced8f8c9b,Onshore,,Asia-Pacific,China,396,396,,,Active,Acme Oil & Gas Corporation,
Wind,5dd0aef425,Onshore,,Europe,Sweden,0.2737,0.2737,,,Active,Acme Oil & Gas Corporation,
Wind,17c488dc56,Onshore,,Europe,Romania,7.918,,,7.918,Cancelled,Acme Oil & Gas Corporation,
Wind,c6f3c94d1b,Onshore,,Asia-Pacific,India,0.528,0.528,,,Active,Acme Oil & Gas Corporation,
Wind,a704b12ed8,Onshore,,Europe,Ireland,50.4,,50.4,,Permitting,Acme Oil & Gas Corporation,
Wind,6bdfcf45c7,Onshore,,Europe,Germany,19.84,19.84,,,Active,Acme Oil & Gas Corporation,100
Wind,43b7b23a9f,Onshore,,Europe,France,6.4575,6.4575,,,Active,Acme Oil & Gas Corporation,100
Wind,1c494954f1,Onshore,,Asia-Pacific,China,58.905,58.905,,,Active,Acme Oil & Gas Corporation,55
Wind,7be0893e6c,Offshore,,Asia-Pacific,China,97.045,,,,Active,Acme Oil & Gas Corporation,
Wind,a288acdf6a,Onshore,,Asia-Pacific,China,186,,,,Active,Acme Oil & Gas Corporation,
Wind,2f156286f4,Onshore,,Asia-Pacific,China,61.047,61.047,,,Active,Acme Oil & Gas Corporation,
Wind,0bbc9952d6,Onshore,,Asia-Pacific,China,49.5,49.5,,,Active,Acme Oil & Gas Corporation,
Wind,83f98235b9,Onshore,,Europe,Netherlands,16.8,16.8,,,Active,Acme Oil & Gas Corporation,
Wind,c40f124994,Onshore,,Asia-Pacific,India,0.2275,0.2275,,,Active,Acme Oil & Gas Corporation,
Wind,c3105a5d7a,Onshore,,Asia-Pacific,India,0.3425,0.3425,,,Active,Acme Oil & Gas Corporation,
Wind,7cbf95aad9,Onshore,,Europe,Poland,0.071,0.071,,,Active,Acme Oil & Gas Corporation,
Wind,fa200e23e1,Onshore,,Asia-Pacific,China,42.24,,,,Partially Active,Acme Oil & Gas Corporation,
Wind,0ccc4a0eee,Onshore,,Asia-Pacific,China,1330,,1330,,Dormant,Acme Oil & Gas Corporation,
Wind,4abba85db3,Onshore,,Asia-Pacific,China,35.145,,35.145,,Dormant,Acme Oil & Gas Corporation,
Wind,d5439d1762,Onshore,,Asia-Pacific,China,29.7,29.7,,,Active,Acme Oil & Gas Corporation,
Wind,4712871723,Onshore,,Asia-Pacific,China,62.865,62.865,,,Active,Acme Oil & Gas Corporation,
Wind,bc3a31faaf project,Onshore,,Asia-Pacific,China,39.6,39.6,,,Active,Acme Oil & Gas Corporation,
Wind,909660dfc8,Onshore,,Asia-Pacific,China,39.105,,,,Active,Acme Oil & Gas Corporation,
Wind,61d18d49ad,Onshore,,Asia-Pacific,China,21.34,21.34,,,Active,Acme Oil & Gas Corporation,
Wind,ba4f61d3fd,Onshore,,Asia-Pacific,China,26.73,,26.73,,Dormant,Acme Oil & Gas Corporation,
Wind,f6287784df,Onshore,,Asia-Pacific,China,444,,,,Active,Acme Oil & Gas Corporation,
Wind,86e0ce339d,Onshore,,Europe,Italy,52.785,,52.785,,Dormant,Acme Oil & Gas Corporation,
Wind,2fa071d74c,Onshore,,Asia-Pacific,China,142,,,,Under Construction,Acme Oil & Gas Corporation,
Wind,f62cb764b4,Onshore,,Asia-Pacific,China,73.5,,73.5,,Permitting,Acme Oil & Gas Corporation,
Wind,c5f007a74a,Onshore,,Europe,Germany,3.63,3.63,,,Active,Acme Oil & Gas Corporation,
Wind,fe3f11cc3d,Onshore,,Asia-Pacific,India,1.125,1.125,,,Active,Acme Oil & Gas Corporation,
Wind,480ab37d96,Onshore,,Asia-Pacific,India,1.2,1.2,,,Active,Acme Oil & Gas Corporation,
Wind,98aa918479,Onshore,,North America,Mexico,91,91,,,Active,Acme Oil & Gas Corporation,
Wind,07057a9af4,Onshore,,Europe,Spain,,,,,Active,Acme Oil & Gas Corporation,
Wind,cb263ae45a,Onshore,,Europe,Spain,17.136,17.136,,,Active,Acme Oil & Gas Corporation,100
Wind,36b9fc094d,Onshore,,North America,Canada,,,,,Active,Acme Oil & Gas Corporation,
Wind,89ef9a3a87,Onshore,,Europe,France,14.1,14.1,,,Active,Acme Oil & Gas Corporation,
Wind,087ec9de92,Onshore,,Europe,France,43.84,43.84,,,Active,Acme Oil & Gas Corporation,100
Wind,a18a70649f,Onshore,,Europe,France,7.04,7.04,,,Active,Acme Oil & Gas Corporation,100
Wind,ce369b0e87,Onshore,,Europe,France,13.3,,13.3,,Dormant,Acme Oil & Gas Corporation,
Wind,a8ee968e5f,Onshore,,North America,Canada,62.464,,62.464,,Dormant,Acme Oil & Gas Corporation,
Wind,eeee355416,Onshore,,Europe,France,7.48,,7.48,,Permitting,Acme Oil & Gas Corporation,
Wind,41c7018d91,Onshore,,Europe,France,17.28,,17.28,,Permitting,Acme Oil & Gas Corporation,
Wind,1f606071d6,Onshore,,South and Central America,Uruguay,1.888,,,,Partially Active,Acme Oil & Gas Corporation,
Wind,05d00ab5b3,Onshore,,Europe,Greece,22.72,22.72,,,Active,Acme Oil & Gas Corporation,
Wind,00b62a0818,Onshore,,Europe,Greece,29.04,,29.04,,Permitting,Acme Oil & Gas Corporation,
Wind,c953249a25,Offshore,,North America,United States,1232,,,1232,Cancelled,Acme Oil & Gas Corporation,
Wind,7823be4c86,Onshore,,Europe,Italy,8.76,8.76,,,Active,Acme Oil & Gas Corporation,
Wind,349e60136e,Onshore,,Asia-Pacific,China,168.3,,,,Partially Active,Acme Oil & Gas Corporation,
Wind,d6cc8c5ead,Onshore,,North America,United States,213,,213,,Under Construction,Acme Oil & Gas Corporation,
Wind,e0b5004da5,Onshore,,Europe,United Kingdom,,,,,Active,Acme Oil & Gas Corporation,50
Wind,a8b4c66ae5,Onshore,,Europe,United Kingdom,9.18,9.18,,,Active,Acme Oil & Gas Corporation,
Wind,2778b422ba,Onshore,,Europe,Sweden,0.425,0.425,,,Active,Acme Oil & Gas Corporation,100
Wind,59b120d80f center,Onshore,,North America,United States,189.63,189.63,,,Active,Acme Oil & Gas Corporation,
Wind,dc7d7295fc,Onshore,,North America,United States,1230,,,,Permitting,Acme Oil & Gas Corporation,100
Wind,9548f6dd86,Onshore,,Asia-Pacific,India,1.4625,1.4625,,,Active,Acme Oil & Gas Corporation,100
Wind,fe89f0ce1f,Onshore,,Europe,Germany,11.256,,11.256,,Under Construction,Acme Oil & Gas Corporation,100
Wind,4ec0eea049,Onshore,,Europe,France,30.24,,30.24,,Permitting,Acme Oil & Gas Corporation,
Wind,6c7aad3281,Onshore,,Europe,Poland,47.6,47.6,,,Active,Acme Oil & Gas Corporation,
Wind,0b1507b06c,Onshore,,Europe,Poland,23.04,23.04,,,Active,Acme Oil & Gas Corporation,
Wind,887675ecaf,Onshore,,Europe,Poland,57.6,57.6,,,Active,Acme Oil & Gas Corporation,
Wind,4aa657544b,Onshore,,Europe,Germany,23.2,,,,Active,Acme Oil & Gas Corporation,
Wind,18dc0bf44e project,Onshore,,North America,United States,115.575,115.575,,,Active,Acme Oil & Gas Corporation,100
Wind,94343e1dc9,Onshore,,Europe,United Kingdom,7.95,,7.95,,Dormant,Acme Oil & Gas Corporation,
Wind,3345610725,Onshore,,Europe,Germany,13.728,13.728,,,Active,Acme Oil & Gas Corporation,
Wind,61dbc2d00d,Onshore,,Europe,Russian Federation,270,,270,,Dormant,Dynamis Corporation,
Wind,87693ddb99,Onshore,,South and Central America,Brazil,,,,,Suspended,Dynamis Corporation,98
Wind,14be299d81,Onshore,,North America,Canada,13.44,,13.44,,Permitting,Dynamis Corporation,30
Wind,127da391a2,Onshore,,Europe,Turkey,128.82,,,,Active,Dynamis Corporation,
Wind,c6986fec46,Onshore,,Europe,United Kingdom,5.538,5.538,,,Active,Dynamis Corporation,100
Wind,cf24c192e5,Onshore,,Europe,United Kingdom,,,,,Active,Dynamis Corporation,49
Wind,60845e020d,Onshore,,South and Central America,Uruguay,61.523,,,,Active,Dynamis Corporation,100
Wind,1808a1d09d,Onshore,,South and Central America,Argentina,118.5723,,,,Under Construction,Dynamis Corporation,
Wind,70257daea2,Onshore,,Asia-Pacific,India,0.85,0.85,,,Active,Dynamis Corporation,100
Wind,5e82a2e918,Onshore,,North America,United States,81.664,81.664,,,Active,Dynamis Corporation,50
Wind,74b2d54162,Onshore,,Asia-Pacific,China,61.875,61.875,,,Active,Dynamis Corporation,
Wind,8a8a96017b,Onshore,,Asia-Pacific,India,0.74,0.74,,,Active,Dynamis Corporation,100
Wind,8f63dd2c34,Offshore,,Europe,Germany,205.2,,205.2,,Dormant,Dynamis Corporation,
Wind,f73f2c7451,Onshore,,Europe,Finland,3.42,,,3.42,Cancelled,Dynamis Corporation,
Wind,175ae65a41,Onshore,,Asia-Pacific,India,1.525,,,,Active,Dynamis Corporation,
Wind,8303f26cc4,Onshore,,Asia-Pacific,Kazakhstan,71,,71,,Permitting,Dynamis Corporation,
Wind,720a8f27cc,Onshore,,Asia-Pacific,India,3.36,3.36,,,Active,Dynamis Corporation,
Wind,8213c22bb4,Onshore,,Asia-Pacific,India,0.822,0.822,,,Active,Dynamis Corporation,100
Wind,8d2af86f35,Onshore,,Asia-Pacific,India,3.87,,,,Active,Dynamis Corporation,100
Wind,9557c1b07d,Onshore,,North America,United States,171.7272,171.7272,,,Active,Dynamis Corporation,
Wind,08ec9e9034,Onshore,,North America,United States,611.6766,,,,Active,Dynamis Corporation,
Wind,06e72a515c,Onshore,,Asia-Pacific,India,2.88,2.88,,,Active,Dynamis Corporation,
Wind,0903334af6 project,Onshore Repowered,,North America,United States,609.6628,,,,Permitting,Dynamis Corporation,
Wind,2da776bcaa project,Onshore,,North America,United States,66.528,,66.528,,Permitting,Dynamis Corporation,
Wind,19ecb280a6,Onshore,,Europe,Italy,0.84,0.84,,,Active,Dynamis Corporation,
Wind,f1ae6c0257 project,Onshore,,North America,Canada,4.182,4.182,,,Active,Dynamis Corporation,
Wind,1a1bb88f66,Onshore,,North America,United States,300.3,,,300.3,Suspended,Dynamis Corporation,
Wind,1a7f9c8349 project,Onshore,,Europe,Austria,,,,,Active,Dynamis Corporation,34
Wind,6ec476fd7a,Onshore,,Europe,Germany,,11.9,,,Active,Dynamis Corporation,
Wind,0bea47e3c6,Onshore,,Europe,Turkey,2.85,,,2.85,Cancelled,Dynamis Corporation,
Wind,d8068177f8,Onshore,,Asia-Pacific,India,0.1196,0.1196,,,Active,Dynamis Corporation,100
Wind,18b62270bf,Onshore,,Europe,United Kingdom,5.4,,5.4,,Dormant,Dynamis Corporation,
Wind,d291c37b5b,Onshore,,Middle East and Africa,Jordan,,,,,Active,Dynamis Corporation,19
Wind,240c4c6cc2,Onshore,,North America,United States,34.44,34.44,,,Active,Dynamis Corporation,51
Wind,5c18e9ffdc,Onshore,,Asia-Pacific,India,5.94,5.94,,,Active,Dynamis Corporation,100
Wind,0b9b9814f3,Onshore,,Europe,Bulgaria,6.345,6.345,,,Active,Dynamis Corporation,100
Wind,84f806eb5f,Onshore,,North America,United States,132,132,,,Active,Dynamis Corporation,51
Wind,d1d654540e,Onshore,,North America,United States,136.8,,136.8,,Permitting,Dynamis Corporation,
Wind,b8757f3673,Onshore,,Europe,Germany,2.7145,2.7145,,,Active,Dynamis Corporation,
Wind,6734605312,Onshore,,Asia-Pacific,India,0.468,0.468,,,Active,Dynamis Corporation,100
Wind,14be299d81,Onshore,,North America,Canada,,,,,Permitting,Dynamis Corporation,70
Wind,25b66e6862,Onshore,,Europe,Estonia,,1.296,,,Active,Dynamis Corporation,
Wind,55353b43b4,Onshore,,Europe,Lithuania,67.5,,67.5,,Permitting,Dynamis Corporation,100
Wind,dbeff6ceb1,Onshore,,North America,Canada,88.938,88.938,,,Active,Dynamis Corporation,
Wind,b588de09c5,Onshore,,Europe,Poland,8.22,,8.22,,Dormant,Dynamis Corporation,
Wind,b98de3da93,Onshore,,South and Central America,Brazil,13.888,13.888,,,Active,Dynamis Corporation,
Wind,cb8ed11f8b,Onshore,,Asia-Pacific,India,0.4725,0.4725,,,Active,Dynamis Corporation,100
Wind,ac15542f29,Onshore,,Asia-Pacific,India,0.47,0.47,,,Active,Dynamis Corporation,100
Wind,cfc54fc596,Onshore,,Europe,Poland,2.22,2.22,,,Active,Dynamis Corporation,
Wind,dd120530e3,Onshore,,North America,United States,1.215,1.215,,,Active,Dynamis Corporation,
Wind,0b7a9a3071,Onshore,,Europe,United Kingdom,67.8,,,67.8,Cancelled,Dynamis Corporation,
Wind,be264aa1d2,Onshore,,Asia-Pacific,India,3.705,,,,Active,Dynamis Corporation,
Wind,4169a673a4,Onshore,,Europe,United Kingdom,40.572,,,40.572,Suspended,Dynamis Corporation,
Wind,bc23470ddd,Onshore,,Middle East and Africa,Syrian Arab Republic,53,,53,,Dormant,Dynamis Corporation,
Wind,5ca57c0958,Onshore,,Europe,Belarus,21,,21,,Permitting,Dynamis Corporation,
Wind,456b0b5463,Onshore,,Asia-Pacific,India,0.3045,0.3045,,,Active,Dynamis Corporation,100
Wind,068a97a17a,Onshore,,Asia-Pacific,India,3.75,3.75,,,Active,Dynamis Corporation,100
Wind,4722b92a06 project,Onshore,,Asia-Pacific,China,42.075,42.075,,,Active,Dynamis Corporation,
Wind,4c641c7fd1,Onshore,,North America,Canada,118,,118,,Dormant,Dynamis Corporation,
Wind,f457294585,Onshore,,North America,United States,135.135,,,135.135,Cancelled,Dynamis Corporation,
Wind,d468c92235 project,Onshore,,North America,United States,73.8,73.8,,,Active,Dynamis Corporation,100
Wind,a6e3767f0e,Onshore,,North America,United States,62.22,,62.22,,Dormant,Dynamis Corporation,
Wind,8fe1f0fad9,Onshore,,Europe,Poland,,,,,Active,Dynamis Corporation,
Wind,ad1b636305,Onshore,,Europe,Poland,,,,,Active,Dynamis Corporation,
Wind,9ccedec242,Onshore,,North America,United States,278.834,278.834,,,Active,Dynamis Corporation,
Wind,32a3d9465e,Onshore,,Asia-Pacific,India,1.95,1.95,,,Active,Dynamis Corporation,
Wind,dc6ae447d6,Onshore,,Asia-Pacific,India,2.289,2.289,,,Active,Dynamis Corporation,
Wind,4c972636a1,Onshore,,Europe,Poland,,,,,Active,Dynamis Corporation,
Wind,1f845ca5ea,Onshore,,Europe,Poland,,,,,Active,Dynamis Corporation,
Wind,6d926525ae,Onshore,,Asia-Pacific,India,1.491,1.491,,,Active,Dynamis Corporation,
Wind,fae43e131e project,Onshore,,North America,United States,2660,,,2660,Cancelled,Dynamis Corporation,
Wind,1a49512e28,Onshore,,North America,United States,,,,,Permitting,Dynamis Corporation,
Wind,6977053caf,Onshore,,Asia-Pacific,India,3.06,3.06,,,Active,Dynamis Corporation,
Wind,925c8b2a44,Onshore,,South and Central America,Brazil,19.929,19.929,,,Active,Dynamis Corporation,100
Wind,68ed891205,Onshore,,North America,United States,0.99,0.99,,,Active,Dynamis Corporation,
Wind,7c9395cac4,Onshore,,Asia-Pacific,Taiwan,60.76,,,,Active,Dynamis Corporation,
Wind,b1aef8d87b,Onshore,,Asia-Pacific,Taiwan,3.04,3.04,,,Active,Dynamis Corporation,
Wind,6113fd7c66,Onshore,,North America,United States,406,,,,Dormant,Dynamis Corporation,
Wind,cef85cb540,Onshore,,Asia-Pacific,Taiwan,2.754,2.754,,,Active,Dynamis Corporation,
Wind,9eadb5a28f,Onshore,,Asia-Pacific,Taiwan,21.6,,21.6,,Dormant,Dynamis Corporation,
Wind,14dc0ac39e,Onshore,,Asia-Pacific,Taiwan,13.14,,13.14,,Under Construction,Dynamis Corporation,
Wind,6f9639b165,Onshore,,North America,Canada,14.7,,14.7,,Under Construction,Dynamis Corporation,
Wind,f4e35a5e95,Onshore,,Europe,Finland,185,,185,,Permitting,Dynamis Corporation,80
Wind,d52ad4662e,Onshore,,Europe,France,21.4,21.4,,,Active,Dynamis Corporation,
Wind,aec3359f14,Onshore,,Europe,France,18,18,,,Active,Dynamis Corporation,
Wind,b3890ad618,Onshore,,North America,United States,82.77,,82.77,,Dormant,Dynamis Corporation,
Wind,8d6c7fdfb1,Onshore,,North America,United States,73.8,,73.8,,Dormant,Dynamis Corporation,
Wind,cb9710f793,Onshore,,Europe,Germany,14,14,,,Active,Dynamis Corporation,90
Wind,57cef9e45a,Onshore Repowered,,Europe,Netherlands,,,,,Active,Dynamis Corporation,20
Wind,0eea220d97,Onshore,,Middle East and Africa,Lebanon,48.0975,,48.0975,,Permitting,Dynamis Corporation,
Wind,7ee686d9ae,Onshore,,Europe,United Kingdom,5.547,,5.547,,Permitting,Dynamis Corporation,
Wind,0b1df0e2be,Onshore,,Asia-Pacific,India,0.5183,,,,Active,Dynamis Corporation,100
Wind,6de1d4f145,Onshore,,Asia-Pacific,India,2.25,2.25,,,Active,Dynamis Corporation,100
Wind,85d1660ec7,Onshore,,Europe,Spain,11.4,11.4,,,Active,Dynamis Corporation,
Wind,a99873ec29,Onshore,,Asia-Pacific,India,0.72,0.72,,,Active,Dynamis Corporation,100
Wind,5d3236072f,Onshore,,Asia-Pacific,India,0.752,0.752,,,Active,Dynamis Corporation,100
Wind,10c6354554,Onshore,,Asia-Pacific,India,0.624,0.624,,,Active,Dynamis Corporation,100
Wind,d084c18782,Onshore,,Asia-Pacific,India,0.42,0.42,,,Active,Dynamis Corporation,
Wind,1b4badbb52 project,Onshore,,North America,United States,1081,,,,Dormant,Dynamis Corporation,
Wind,fabbea7c99,Onshore,,North America,United States,53,,53,,Under Construction,Dynamis Corporation,
Wind,d1a27bbd9b,Onshore,,Europe,Ireland,20.3775,,,,Active,Dynamis Corporation,
